index,store_ID,day_of_week,date,nb_customers_on_day,open,promotion,state_holiday,school_holiday,sales
53088,925,6,01/11/2014,0,0,0,a,0,0
512483,650,3,08/05/2013,722,1,0,0,0,5865
6720,581,2,29/01/2013,520,1,0,0,0,4285
380238,1111,2,21/10/2014,422,1,1,0,0,5129
588261,912,6,01/02/2014,909,1,0,0,0,6774
515033,177,7,01/12/2013,0,0,0,0,0,0
628343,677,1,04/11/2013,904,1,1,0,0,9971
483365,441,1,01/12/2014,826,1,1,0,0,10020
236222,771,3,22/04/2015,606,1,0,0,0,4951
580110,247,2,08/01/2013,734,1,1,0,1,10006
213720,269,5,01/11/2013,0,0,0,a,1,0
398607,9,3,25/09/2013,511,1,1,0,0,5163
394740,1021,6,04/07/2015,1094,1,0,0,0,9187
481640,931,4,03/04/2014,482,1,1,0,0,4399
156920,1091,1,27/04/2015,922,1,1,0,0,11336
638083,789,7,24/03/2013,0,0,0,0,0,0
258152,246,1,23/12/2013,1637,1,0,0,1,16151
212169,738,6,17/08/2013,586,1,0,0,0,5785
325671,856,5,01/03/2013,961,1,0,0,0,7204
214879,587,4,30/05/2013,0,0,1,a,1,0
280230,944,7,21/06/2015,0,0,0,0,0,0
444243,364,6,29/03/2014,339,1,0,0,0,3018
343513,301,2,05/03/2013,632,1,1,0,0,6353
126885,704,5,28/03/2014,1097,1,0,0,0,9523
663999,103,7,05/04/2015,0,0,0,0,0,0
279445,721,1,26/05/2014,755,1,0,0,0,6531
167918,352,2,05/05/2015,587,1,1,0,0,6720
638615,308,2,20/05/2014,961,1,1,0,0,9444
216952,922,6,20/12/2014,987,1,0,0,0,7928
101474,72,1,11/02/2013,446,1,0,0,1,3696
246281,496,5,06/06/2014,887,1,1,0,0,8609
506766,558,6,09/03/2013,392,1,0,0,0,3353
177163,491,3,05/03/2014,557,1,1,0,0,7094
59225,590,5,22/05/2015,466,1,1,0,0,5134
452880,793,2,10/03/2015,342,1,0,0,0,3302
403647,990,2,27/08/2013,619,1,1,0,0,7020
138257,675,1,04/11/2013,537,1,1,0,0,4926
308379,246,3,16/07/2014,888,1,1,0,1,7512
643149,426,1,10/06/2013,603,1,0,0,0,4280
376580,344,4,25/07/2013,930,1,0,0,1,6346
455369,515,1,16/02/2015,818,1,1,0,0,10005
478242,463,1,18/03/2013,1237,1,1,0,0,9752
460674,749,6,25/01/2014,274,1,0,0,0,2120
468416,604,2,09/04/2013,610,1,1,0,0,7654
416679,763,6,28/02/2015,582,1,0,0,0,5216
32635,935,3,29/10/2014,519,1,0,0,0,4334
279271,94,3,01/01/2014,0,0,0,a,1,0
637345,951,6,20/09/2014,715,1,0,0,0,7622
201926,946,1,25/02/2013,505,1,0,0,0,3542
463804,334,2,16/07/2013,603,1,1,0,0,5362
376843,185,2,16/12/2014,715,1,1,0,0,9242
218500,1084,7,26/04/2015,0,0,0,0,0,0
676863,56,7,18/05/2014,0,0,0,0,0,0
391710,363,1,30/12/2013,1333,1,0,0,1,11315
16055,847,6,18/10/2014,968,1,0,0,0,7419
91940,296,1,03/11/2014,935,1,1,0,0,9506
543400,594,5,31/10/2014,507,1,0,0,1,4449
699854,67,5,13/02/2015,732,1,0,0,0,7319
524220,647,1,17/11/2014,710,1,0,0,0,5485
302742,950,6,31/01/2015,397,1,0,0,0,3516
39943,98,7,29/09/2013,0,0,0,0,0,0
375836,1097,3,21/01/2015,2394,1,0,0,0,9104
428554,214,3,28/08/2013,668,1,1,0,1,8057
53805,1094,1,15/07/2013,443,1,1,0,0,6060
706389,27,1,09/09/2013,1427,1,1,0,0,13827
388448,467,3,23/04/2014,1452,1,0,0,1,11298
184076,49,2,22/04/2014,493,1,0,0,1,6357
338344,391,4,20/03/2014,724,1,1,0,0,5872
118186,723,5,06/03/2015,650,1,1,0,0,7263
399820,293,4,05/02/2015,887,1,1,0,1,7895
29256,638,3,26/03/2014,393,1,0,0,0,4400
440941,555,6,30/05/2015,461,1,0,0,0,4312
257892,529,1,23/12/2013,1574,1,0,0,1,14955
25883,184,7,04/01/2015,0,0,0,0,0,0
114661,68,1,05/01/2015,1295,1,1,0,1,11452
605929,640,1,20/05/2013,0,0,0,a,0,0
312690,333,2,11/02/2014,1223,1,0,0,0,8362
627634,816,4,28/03/2013,1241,1,1,0,1,13349
301576,911,3,17/09/2014,925,1,1,0,0,10048
592860,765,7,25/08/2013,0,0,0,0,0,0
343030,878,6,05/07/2014,612,1,0,0,0,6732
417159,387,5,27/03/2015,989,1,0,0,0,8367
339497,492,4,19/02/2015,1070,1,1,0,1,9155
539355,988,4,12/06/2014,811,1,0,0,0,5425
129653,174,3,05/02/2014,416,1,1,0,0,5298
248345,898,4,06/03/2014,893,1,1,0,0,8488
219174,375,2,05/05/2015,930,1,1,0,0,11160
241440,106,5,16/01/2015,934,1,1,0,0,9876
665731,334,3,09/07/2014,436,1,0,0,1,3752
509921,970,2,16/06/2015,505,1,1,0,0,4871
164395,860,3,25/02/2015,650,1,0,0,0,4743
30971,1037,6,24/08/2013,717,1,0,0,0,5206
41960,537,3,19/03/2014,602,1,1,0,0,5485
392699,369,7,25/01/2015,0,0,0,0,0,0
318844,503,4,13/03/2014,385,1,0,0,0,4964
555370,125,6,24/05/2014,1246,1,0,0,0,8685
243448,695,6,12/01/2013,286,1,0,0,0,2925
491358,782,7,13/04/2014,0,0,0,0,0,0
411179,1009,2,23/07/2013,434,1,0,0,0,4028
61433,389,7,17/03/2013,0,0,0,0,0,0
645530,952,7,14/04/2013,0,0,0,0,0,0
567719,439,4,04/09/2014,864,1,1,0,0,7445
258002,836,6,13/09/2014,281,1,0,0,0,2340
571124,554,6,05/07/2014,421,1,0,0,0,4064
641239,995,4,01/05/2014,0,0,1,a,0,0
32319,135,7,24/08/2014,0,0,0,0,1,0
306875,238,6,12/04/2014,780,1,0,0,0,5806
649325,77,1,29/12/2014,753,1,0,0,1,7688
597545,578,2,26/03/2013,823,1,1,0,1,7605
320366,363,2,21/05/2013,1074,1,0,0,1,8066
544115,289,5,27/03/2015,480,1,0,0,0,4831
117736,518,6,07/02/2015,616,1,0,0,0,5989
209726,70,3,07/01/2015,657,1,1,0,0,6775
436410,4,2,30/06/2015,1488,1,1,0,0,11931
540977,928,6,11/10/2014,651,1,0,0,0,6976
14999,596,4,14/05/2015,0,0,0,a,0,0
9802,848,3,01/04/2015,954,1,1,0,1,8671
83170,876,5,13/09/2013,1027,1,1,0,0,9138
574722,822,6,10/08/2013,870,1,0,0,0,8527
619470,356,5,27/06/2014,434,1,0,0,0,5580
193619,475,3,25/02/2015,741,1,0,0,0,4852
208324,655,2,12/08/2014,609,1,0,0,1,5883
52510,516,5,30/01/2015,776,1,1,0,0,6962
706667,505,1,20/04/2015,598,1,0,0,0,4738
500472,1021,1,07/07/2014,0,0,0,0,0,0
392983,644,3,25/09/2013,850,1,1,0,0,8994
462195,503,3,24/07/2013,319,1,0,0,1,4195
246746,482,7,22/12/2013,0,0,0,0,0,0
624611,203,4,09/04/2015,833,1,0,0,0,6601
372435,922,7,15/12/2013,0,0,0,0,0,0
265552,124,7,19/05/2013,0,0,0,0,0,0
128305,845,3,28/05/2014,463,1,0,0,0,4668
91772,673,5,01/11/2013,0,0,0,a,0,0
344811,883,5,11/01/2013,591,1,1,0,0,5442
457455,770,6,11/10/2014,449,1,0,0,0,3756
640899,664,4,19/06/2014,610,1,1,0,0,5392
709735,9,4,16/04/2015,648,1,1,0,0,7477
664038,872,7,30/11/2014,0,0,0,0,0,0
3283,841,7,20/04/2014,0,0,0,0,0,0
1523,879,4,19/09/2013,314,1,0,0,0,3170
155647,986,7,26/05/2013,0,0,0,0,0,0
75301,335,7,07/09/2014,1461,1,0,0,0,7848
641475,830,1,15/12/2014,857,1,1,0,0,9742
44261,458,4,18/06/2015,631,1,1,0,0,6295
520707,682,4,26/02/2015,1760,1,0,0,0,10463
541836,237,7,26/07/2015,0,0,0,0,0,0
38410,536,5,15/03/2013,987,1,0,0,0,8640
277525,1081,2,31/12/2013,676,1,0,0,1,6312
37326,60,3,09/07/2014,758,1,0,0,0,7167
67177,971,6,28/02/2015,973,1,0,0,0,7362
651675,450,3,29/04/2015,952,1,1,0,0,8481
481571,487,6,13/12/2014,870,1,0,0,0,8380
201316,474,2,13/05/2014,712,1,0,0,0,6270
428665,480,3,29/07/2015,654,1,1,0,1,6677
594702,886,3,30/07/2014,646,1,1,0,1,7391
129852,209,2,23/04/2013,580,1,1,0,0,6866
74321,490,2,19/02/2013,1092,1,1,0,0,8754
380321,949,5,24/07/2015,415,1,0,0,1,4083
489719,960,5,28/02/2014,562,1,0,0,0,5642
160795,393,5,22/08/2014,625,1,1,0,0,6445
447932,582,7,14/12/2014,0,0,0,0,0,0
548075,314,7,02/11/2014,0,0,0,0,0,0
697903,75,5,07/11/2014,740,1,1,0,0,7346
508590,826,1,12/01/2015,922,1,1,0,0,9951
196691,1013,7,30/11/2014,0,0,0,0,0,0
558430,553,3,28/05/2014,674,1,0,0,0,5869
202990,995,7,11/08/2013,0,0,0,0,0,0
300905,881,5,31/05/2013,1009,1,1,0,0,8312
371610,968,1,16/02/2015,1105,1,1,0,1,10626
685207,639,2,01/04/2014,610,1,1,0,0,6628
64431,843,3,12/06/2013,985,1,0,0,0,7986
469102,271,2,03/03/2015,1181,1,1,0,0,12457
74064,363,7,26/07/2015,0,0,0,0,0,0
330585,216,4,16/04/2015,930,1,1,0,0,8046
335903,628,2,22/04/2014,825,1,0,0,1,7085
492642,434,4,15/01/2015,742,1,1,0,0,10182
652797,732,5,30/05/2014,1063,1,0,0,1,8698
5431,1025,5,15/02/2013,812,1,0,0,0,6801
453992,692,5,05/12/2014,924,1,1,0,0,8890
394420,1080,1,02/09/2013,818,1,0,0,1,8311
105150,366,2,09/12/2014,647,1,0,0,0,6521
272917,795,6,09/03/2013,507,1,0,0,0,4507
650523,979,2,27/01/2015,670,1,1,0,0,7151
637134,986,4,06/02/2014,910,1,1,0,0,7226
335786,530,1,08/12/2014,320,1,0,0,0,2575
697935,1070,5,05/04/2013,845,1,0,0,0,6280
559590,980,3,04/06/2014,550,1,1,0,0,7046
531534,330,1,10/02/2014,428,1,0,0,0,4082
501426,468,3,08/07/2015,673,1,0,0,0,5578
45391,200,3,26/03/2014,773,1,0,0,0,5457
483476,903,2,06/05/2014,761,1,1,0,0,9981
358348,376,2,12/05/2015,851,1,0,0,0,7662
92856,603,6,01/06/2013,667,1,0,0,0,6561
180547,579,4,13/02/2014,808,1,0,0,0,5761
518079,523,1,13/04/2015,1870,1,1,0,0,16703
503692,572,5,14/02/2014,575,1,0,0,0,6517
18264,187,1,13/07/2015,935,1,1,0,0,9668
259837,1106,1,01/12/2014,794,1,1,0,0,8416
30555,757,6,19/07/2014,419,1,0,0,0,4569
368410,342,3,04/06/2014,807,1,1,0,0,10018
69919,752,2,12/11/2013,372,1,0,0,0,3815
706396,860,1,24/06/2013,560,1,0,0,1,3975
663585,579,3,28/01/2015,762,1,1,0,0,7525
337138,387,2,13/08/2013,1400,1,1,0,1,12996
426533,269,2,05/02/2013,1539,1,1,0,0,12326
242104,365,1,09/03/2015,549,1,0,0,0,4424
513985,244,3,14/01/2015,588,1,1,0,0,7444
44934,212,3,06/02/2013,554,1,1,0,0,5714
481819,400,5,19/06/2015,1218,1,1,0,0,10066
283174,588,6,26/07/2014,459,1,0,0,0,4395
383597,341,5,12/09/2014,663,1,0,0,0,4626
247692,813,5,10/04/2015,586,1,0,0,1,5174
228006,503,7,19/04/2015,0,0,0,0,0,0
296683,412,1,19/01/2015,597,1,0,0,0,6829
476152,556,2,23/09/2014,862,1,0,0,0,6779
518332,770,7,19/10/2014,0,0,0,0,0,0
410117,252,5,27/09/2013,787,1,1,0,0,9698
44046,701,5,20/06/2014,860,1,1,0,1,8746
185361,160,7,12/05/2013,0,0,0,0,0,0
567824,957,7,06/07/2014,0,0,0,0,0,0
515173,430,6,05/04/2014,694,1,0,0,0,7724
261053,203,6,29/11/2014,1197,1,0,0,0,9759
711578,716,1,03/02/2014,446,1,1,0,0,5993
349649,979,1,24/11/2014,849,1,1,0,0,10609
363589,282,1,15/09/2014,770,1,1,0,0,7244
98185,735,5,10/01/2014,696,1,1,0,0,7548
560033,369,6,09/11/2013,731,1,0,0,0,8395
560293,1040,7,31/03/2013,0,0,0,0,0,0
490586,336,1,11/02/2013,1355,1,0,0,0,9343
99145,20,1,29/06/2015,1136,1,1,0,0,11746
109647,594,1,20/10/2014,592,1,1,0,1,6570
473527,1112,7,04/05/2014,0,0,0,0,0,0
216586,271,1,25/02/2013,730,1,0,0,0,5882
321826,173,7,25/05/2014,0,0,0,0,0,0
664374,336,1,03/11/2014,2312,1,1,0,0,18552
223490,808,3,15/05/2013,600,1,1,0,0,7575
503095,191,5,18/01/2013,651,1,0,0,0,6496
312306,1064,6,26/10/2013,833,1,0,0,0,7307
698705,373,4,11/04/2013,249,1,1,0,0,2965
409503,897,2,24/02/2015,256,1,0,0,0,2301
285302,62,6,27/07/2013,364,1,0,0,0,3535
144839,244,4,25/04/2013,511,1,1,0,0,5341
608892,96,6,02/11/2013,190,1,0,0,0,1653
414353,459,6,02/02/2013,958,1,0,0,0,6896
312556,754,2,26/03/2013,1568,1,1,0,1,13696
393341,15,2,19/05/2015,685,1,1,0,0,7108
97347,682,3,13/02/2013,1860,1,0,0,0,11043
617900,339,4,11/04/2013,684,1,1,0,0,5181
594009,849,5,19/04/2013,812,1,0,0,0,7270
162578,340,3,02/10/2013,686,1,0,0,0,4863
633194,575,4,17/10/2013,382,1,0,0,0,3428
471994,421,7,26/05/2013,0,0,0,0,0,0
242282,1078,4,05/06/2014,592,1,1,0,0,8195
698204,550,5,05/07/2013,519,1,1,0,0,6400
613665,863,6,17/05/2014,723,1,0,0,0,5737
508096,356,6,20/07/2013,480,1,0,0,0,5860
2228,259,3,19/03/2014,1967,1,1,0,0,12857
528833,156,7,03/08/2014,0,0,0,0,0,0
491162,204,5,13/12/2013,602,1,0,0,0,6426
220966,850,6,08/06/2013,582,1,0,0,0,5120
559051,615,1,24/06/2013,1185,1,0,0,0,8714
41172,850,2,14/05/2013,641,1,1,0,0,5985
171766,752,6,17/08/2013,269,1,0,0,0,2816
35743,1048,4,30/07/2015,638,1,1,0,1,8315
124977,754,2,04/06/2013,1159,1,1,0,0,10222
557167,999,7,21/12/2014,0,0,0,0,0,0
595809,856,1,15/09/2014,1107,1,1,0,0,9143
212281,68,2,22/10/2013,1051,1,1,0,0,7688
573095,1025,2,19/03/2013,1027,1,1,0,0,8992
577336,621,6,22/02/2014,741,1,0,0,0,5879
507770,824,7,05/04/2015,0,0,0,0,0,0
244268,1089,7,07/12/2014,0,0,0,0,0,0
258370,844,7,16/11/2014,0,0,0,0,0,0
189035,162,2,29/10/2013,396,1,0,0,0,4887
629780,899,7,30/03/2014,0,0,0,0,0,0
450511,774,1,15/09/2014,806,1,1,0,0,7463
196842,1101,6,10/05/2014,1012,1,0,0,0,9889
392631,265,4,06/02/2014,597,1,1,0,0,5795
289713,537,4,02/01/2014,546,1,0,0,1,4506
175914,817,1,07/01/2013,4065,1,1,0,0,31579
286793,589,1,02/02/2015,764,1,1,0,0,7712
186315,462,1,12/05/2014,540,1,0,0,0,4202
250744,836,3,15/01/2014,702,1,0,0,0,5607
221161,66,7,13/10/2013,0,0,0,0,0,0
141478,174,2,23/07/2013,439,1,0,0,0,5144
66073,599,2,12/11/2013,646,1,0,0,0,6276
552195,599,4,08/05/2014,850,1,1,0,0,8572
349345,672,2,15/10/2013,1240,1,0,0,0,7599
704969,830,5,05/07/2013,631,1,1,0,0,7450
531535,783,5,10/04/2015,621,1,0,0,1,5926
224526,341,5,29/05/2015,888,1,0,0,0,8698
579345,112,1,29/09/2014,849,1,1,0,0,8489
480920,12,6,16/11/2013,819,1,0,0,0,6745
491981,659,1,27/05/2013,868,1,1,0,0,8992
279570,637,2,02/04/2013,650,1,0,0,1,7078
606866,673,2,19/11/2013,579,1,1,0,0,6705
184677,544,3,22/05/2013,1753,1,0,0,1,12090
156357,203,3,26/06/2013,823,1,0,0,0,5799
586193,1018,3,15/10/2014,1055,1,0,0,0,8134
23254,774,2,08/10/2013,692,1,1,0,1,6795
175647,741,1,30/12/2013,1177,1,0,0,1,10180
119853,608,4,19/06/2014,1126,1,1,0,0,10800
172118,250,1,04/11/2013,898,1,1,0,0,12694
69563,695,4,25/06/2015,501,1,0,0,0,4932
504400,805,6,21/02/2015,443,1,0,0,0,4702
336925,396,2,09/09/2014,1059,1,0,0,0,8887
629638,1014,5,20/12/2013,2167,1,1,0,0,19619
125879,879,1,07/04/2014,286,1,0,0,0,2659
202150,268,4,09/01/2014,607,1,1,0,0,4839
380532,465,6,10/08/2013,505,1,0,0,1,5029
10402,841,7,31/03/2013,0,0,0,0,0,0
198949,711,1,04/02/2013,557,1,1,0,0,6780
180877,255,4,22/01/2015,537,1,0,0,0,4691
184034,265,6,05/10/2013,198,1,0,0,0,2127
166107,1103,7,18/01/2015,0,0,0,0,0,0
314953,274,6,23/11/2013,736,1,0,0,0,3686
537481,302,3,11/02/2015,262,1,0,0,0,2858
692878,454,5,18/10/2013,632,1,0,0,0,5260
28685,271,2,16/04/2013,729,1,0,0,0,5953
95578,332,4,10/07/2014,467,1,0,0,0,3251
349575,184,3,27/08/2014,501,1,0,0,0,5289
311066,847,5,10/04/2015,807,1,0,0,1,7315
465538,45,4,01/01/2015,0,0,0,a,1,0
297759,738,1,25/11/2013,701,1,0,0,0,7008
559275,420,7,17/02/2013,0,0,0,0,0,0
27168,1080,6,04/01/2014,824,1,0,0,0,10005
260832,393,3,29/10/2014,498,1,0,0,0,4481
507747,199,1,18/03/2013,780,1,1,0,0,9982
119755,455,4,06/11/2014,516,1,1,0,0,7949
169386,1111,6,06/04/2013,265,1,0,0,0,3229
468737,154,4,10/10/2013,765,1,1,0,0,8722
7334,658,3,15/05/2013,635,1,1,0,0,6625
628943,843,2,09/12/2014,895,1,0,0,0,7448
453389,900,7,28/04/2013,0,0,0,0,0,0
523847,920,4,22/08/2013,383,1,0,0,1,3965
397427,90,7,16/06/2013,0,0,0,0,0,0
252440,862,5,11/04/2014,1091,1,0,0,0,7998
400104,1057,4,22/05/2014,558,1,1,0,0,5875
183018,527,4,28/03/2013,1402,1,1,0,1,12963
159758,779,6,05/07/2014,290,1,0,0,0,2612
622263,806,7,18/08/2013,0,0,0,0,0,0
464202,574,7,13/07/2014,0,0,0,0,0,0
415305,35,2,30/12/2014,807,1,0,0,1,7327
143920,751,3,05/02/2014,663,1,1,0,0,5434
390225,361,6,04/04/2015,858,1,0,0,0,6982
36404,201,2,06/05/2014,458,1,1,0,0,5780
559115,1002,5,11/10/2013,712,1,1,0,1,6627
97163,958,4,30/04/2015,670,1,1,0,0,5857
251719,1053,6,15/06/2013,732,1,0,0,0,5766
77738,753,1,14/07/2014,869,1,1,0,1,10427
129017,860,5,06/02/2015,896,1,1,0,0,8474
607568,682,5,13/03/2015,1834,1,0,0,0,11059
410572,310,7,05/10/2014,266,1,0,0,0,2601
41134,564,3,22/07/2015,438,1,0,0,1,4476
317652,870,6,04/04/2015,755,1,0,0,0,7677
607155,64,1,08/04/2013,808,1,1,0,0,9427
351907,1010,1,16/09/2013,651,1,0,0,0,6058
46284,230,1,07/04/2014,999,1,0,0,0,7372
535231,332,6,05/01/2013,179,1,0,0,0,1364
476234,820,2,10/03/2015,900,1,0,0,0,9212
49560,204,4,21/02/2013,494,1,1,0,0,4870
443348,1043,7,27/10/2013,0,0,0,0,0,0
107404,977,6,05/04/2014,393,1,0,0,0,3429
690071,890,2,23/06/2015,380,1,0,0,0,4483
239220,38,4,19/06/2014,0,0,1,a,0,0
340855,77,2,15/10/2013,496,1,0,0,1,5382
128612,742,2,06/05/2014,941,1,1,0,0,8864
249772,558,2,13/05/2014,464,1,0,0,0,3181
122067,370,2,19/08/2014,661,1,1,0,1,8432
575880,212,6,25/01/2014,268,1,0,0,0,2928
352852,722,3,13/11/2013,1448,1,0,0,0,8394
37299,228,5,15/08/2014,533,1,0,0,1,6380
447449,907,4,05/03/2015,1005,1,1,0,0,7883
41895,1057,4,02/04/2015,988,1,1,0,1,9307
227950,985,4,12/02/2015,757,1,0,0,0,6709
230290,24,2,16/12/2014,1233,1,1,0,0,12440
12210,757,3,02/07/2014,576,1,1,0,0,7009
581346,225,6,12/07/2014,448,1,0,0,0,3936
617947,621,4,03/10/2013,0,0,0,a,0,0
527421,397,3,12/02/2014,684,1,0,0,0,4912
59267,225,6,01/11/2014,576,1,0,0,0,5871
147157,101,3,17/06/2015,734,1,1,0,0,8141
625126,327,4,05/12/2013,1145,1,1,0,0,11121
589068,372,2,10/02/2015,648,1,0,0,0,6782
1470,249,3,24/04/2013,491,1,1,0,0,4948
524415,184,6,14/06/2014,544,1,0,0,0,5595
471159,1096,2,28/05/2013,587,1,1,0,0,5288
489106,381,2,30/06/2015,1131,1,1,0,0,11235
127407,83,2,05/03/2013,403,1,1,0,0,4627
647117,423,5,17/04/2015,2238,1,1,0,0,13083
476175,369,7,21/07/2013,0,0,0,0,1,0
170702,862,7,21/07/2013,0,0,0,0,0,0
621425,240,2,06/01/2015,491,1,1,0,0,5338
615172,496,5,17/07/2015,787,1,1,0,1,7881
116472,978,2,22/10/2013,893,1,1,0,1,7978
107658,537,5,07/03/2014,657,1,1,0,0,6877
364234,237,5,31/07/2015,564,1,1,0,1,5263
356211,600,6,10/01/2015,596,1,0,0,0,6103
29049,236,3,24/12/2014,588,1,0,0,1,5462
514864,1016,7,06/01/2013,0,0,0,0,0,0
372790,697,7,25/01/2015,0,0,0,0,0,0
610699,584,7,10/11/2013,0,0,0,0,0,0
129455,667,6,03/05/2014,747,1,0,0,0,8419
88073,185,7,18/08/2013,0,0,0,0,0,0
435008,421,4,12/09/2013,903,1,1,0,0,8143
77899,1079,4,31/10/2013,618,1,0,0,0,7066
22816,952,4,08/05/2014,538,1,1,0,0,6317
563937,724,6,07/12/2013,620,1,0,0,0,6565
375168,1034,2,15/07/2014,988,1,1,0,0,9122
406070,270,6,22/06/2013,1058,1,0,0,0,7894
503658,17,4,18/09/2014,790,1,1,0,0,6983
190528,544,2,24/06/2014,1734,1,0,0,0,11865
445810,1081,1,23/06/2014,1193,1,0,0,0,6934
636128,965,7,27/07/2014,0,0,0,0,0,0
492641,1082,2,20/08/2013,1138,1,0,0,1,7186
462192,709,6,25/10/2014,442,1,0,0,0,3703
565225,894,1,11/08/2014,934,1,0,0,1,6857
129906,832,6,06/06/2015,554,1,0,0,0,5475
184098,1085,7,08/12/2013,0,0,0,0,0,0
221199,1101,5,16/05/2014,878,1,0,0,0,7354
259888,73,3,29/07/2015,453,1,1,0,1,4918
624849,1033,3,14/05/2014,1058,1,0,0,0,9272
564003,580,4,26/02/2015,1387,1,0,0,0,8825
436646,308,5,25/01/2013,1205,1,1,0,0,11355
491475,399,4,12/03/2015,500,1,0,0,0,4814
403049,594,7,29/09/2013,0,0,0,0,0,0
503338,704,2,16/07/2013,1061,1,1,0,1,9920
342259,818,6,16/03/2013,512,1,0,0,0,4479
541442,406,4,24/07/2014,419,1,0,0,0,4879
478945,953,6,05/01/2013,251,1,0,0,0,2296
271235,177,6,25/01/2014,212,1,0,0,0,1672
425880,253,6,07/12/2013,621,1,0,0,0,5799
420747,783,5,25/10/2013,772,1,1,0,1,8034
631828,760,2,17/12/2013,1266,1,1,0,0,11467
454535,761,5,13/09/2013,1017,1,1,0,0,8007
194489,169,7,29/12/2013,0,0,0,0,0,0
155430,782,3,10/09/2014,554,1,0,0,0,5272
153290,269,7,23/03/2014,0,0,0,0,0,0
135965,313,2,16/12/2014,984,1,1,0,0,9708
377510,108,3,21/08/2013,687,1,0,0,1,7513
232539,966,2,10/12/2013,601,1,0,0,0,4510
264332,1019,5,08/11/2013,821,1,1,0,0,9314
708203,483,2,12/03/2013,635,1,0,0,0,4307
473033,248,1,28/07/2014,1240,1,1,0,1,11515
234611,582,4,26/09/2013,908,1,1,0,0,7591
342828,624,7,24/11/2013,0,0,0,0,0,0
581279,384,5,12/12/2014,1049,1,0,0,0,9532
1261,971,7,28/12/2014,0,0,0,0,0,0
127188,311,3,28/01/2015,903,1,1,0,0,9784
37294,354,2,11/11/2014,671,1,1,0,0,7847
640825,495,3,25/06/2014,321,1,0,0,0,3548
445299,1008,5,27/06/2014,642,1,0,0,0,5121
319033,759,1,18/03/2013,1100,1,1,0,0,10653
86123,56,7,10/05/2015,0,0,0,0,0,0
161529,736,3,06/03/2013,535,1,1,0,0,5437
126661,593,3,10/07/2013,1189,1,0,0,1,8620
622105,999,4,26/06/2014,526,1,0,0,0,6537
269939,859,1,23/02/2015,710,1,0,0,0,6234
399997,131,2,17/06/2014,538,1,1,0,0,5436
252508,470,5,06/03/2015,1690,1,1,0,0,12360
243903,1100,2,13/08/2013,815,1,1,0,1,7783
404044,11,5,05/07/2013,1146,1,1,0,1,8316
10988,341,4,29/08/2013,670,1,1,0,1,5337
113362,214,2,22/01/2013,730,1,1,0,0,9059
504311,699,7,03/11/2013,0,0,0,0,0,0
357894,366,3,14/05/2014,525,1,0,0,0,4677
78338,333,6,20/12/2014,1253,1,0,0,0,9931
498232,340,7,27/04/2014,0,0,0,0,0,0
480194,425,1,19/08/2013,379,1,0,0,1,2684
318015,437,3,01/01/2014,0,0,0,a,1,0
312979,814,2,02/06/2015,808,1,1,0,0,11243
685385,82,5,05/12/2014,1075,1,1,0,0,11313
248322,18,3,01/10/2014,823,1,1,0,0,7932
296213,699,3,23/07/2014,904,1,0,0,0,7246
358342,963,5,10/05/2013,1124,1,0,0,1,9079
707933,572,7,09/02/2014,0,0,0,0,0,0
123748,971,5,05/12/2014,1331,1,1,0,0,10642
167375,354,3,23/07/2014,560,1,0,0,1,5933
219425,191,5,30/05/2014,685,1,0,0,0,6980
652589,788,3,11/03/2015,1622,1,0,0,0,16114
535607,946,5,08/08/2014,501,1,1,0,1,4366
496700,416,7,22/03/2015,0,0,0,0,0,0
638135,293,2,04/02/2014,987,1,1,0,1,8438
667707,621,1,06/10/2014,952,1,1,0,1,10696
170409,379,2,21/07/2015,462,1,0,0,0,3879
659390,349,6,30/03/2013,0,0,0,0,0,0
701180,670,5,16/01/2015,714,1,1,0,0,7265
346405,1029,6,19/04/2014,296,1,0,0,0,2410
388678,604,1,23/12/2013,1394,1,0,0,1,12292
47970,448,1,09/02/2015,731,1,0,0,0,7077
389206,747,7,11/08/2013,0,0,0,0,0,0
574068,74,4,14/02/2013,802,1,0,0,0,5913
675755,362,5,18/07/2014,1084,1,1,0,0,8979
437658,762,5,20/02/2015,443,1,1,0,0,4623
265394,1097,6,05/04/2014,2010,1,0,0,0,7444
415947,251,4,12/02/2015,2179,1,0,0,0,15958
31305,758,1,30/06/2014,814,1,1,0,0,6697
387354,799,7,28/07/2013,0,0,0,0,0,0
138167,1000,5,27/09/2013,762,1,1,0,0,8333
447896,592,7,30/11/2014,0,0,0,0,0,0
293167,99,4,03/01/2013,342,1,0,0,1,3201
570553,185,1,07/07/2014,503,1,0,0,0,5958
476194,479,5,08/05/2015,1523,1,1,0,0,12366
90453,1021,2,10/12/2013,965,1,0,0,0,7293
439651,158,6,03/08/2013,611,1,0,0,0,8430
389795,231,5,25/01/2013,367,1,1,0,0,4741
582924,347,1,28/10/2013,292,1,0,0,1,3510
685151,859,2,12/05/2015,676,1,0,0,0,6349
313216,1071,4,16/01/2014,646,1,0,0,0,4663
224697,106,3,08/01/2014,855,1,1,0,0,8716
144287,56,1,08/09/2014,567,1,0,0,0,4722
528546,7,7,03/03/2013,0,0,0,0,0,0
521371,331,1,13/07/2015,912,1,1,0,0,8674
378916,869,2,15/07/2014,1047,1,1,0,0,8051
